timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1661942025509,142,HTTP Request - unstable,200,OK,Thread Group 1-30,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,142,0,0
1661942025472,180,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-5,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=22,180,0,0
1661942025594,73,HTTP Request - main,200,OK,Thread Group 1-25,text,true,,138,123,30,30,http://192.168.1.86:49172/,73,0,0
1661942025600,99,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-24,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=16157,99,0,0
1661942025647,52,HTTP Request - unstable,200,OK,Thread Group 1-11,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,52,0,0
1661942020545,5154,HTTP Request - wait 5,200,OK,Thread Group 1-12,text,true,,139,133,30,30,http://192.168.1.86:49172/wait?sec=5,5154,0,0
1661942025700,89,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-12,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=21,89,0,0
1661942025716,121,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-14,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=18568,121,0,0
1661942025729,123,HTTP Request - sort 10000,200,OK,Thread Group 1-19,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,123,0,0
1661942025740,141,HTTP Request - sort 10000,200,OK,Thread Group 1-22,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,141,0,0
1661942025780,147,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-23,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=19703,147,0,0
1661942025790,230,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-20,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=23,230,0,0
1661942025806,230,HTTP Request - unstable,200,OK,Thread Group 1-15,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,230,0,0
1661942025826,225,HTTP Request - sort 10000,200,OK,Thread Group 1-1,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,225,0,0
1661942025871,181,HTTP Request - main,200,OK,Thread Group 1-3,text,true,,138,123,30,30,http://192.168.1.86:49172/,181,0,0
1661942025928,124,HTTP Request - main,200,OK,Thread Group 1-17,text,true,,138,123,30,30,http://192.168.1.86:49172/,124,0,0
1661942026054,58,HTTP Request - main,200,OK,Thread Group 1-18,text,true,,138,123,30,30,http://192.168.1.86:49172/,58,0,0
1661942026191,93,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-21,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=15877,93,0,0
1661942026335,85,HTTP Request - sort 10000,200,OK,Thread Group 1-7,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,85,0,0
1661942026357,63,HTTP Request - main,200,OK,Thread Group 1-16,text,true,,138,123,30,30,http://192.168.1.86:49172/,63,0,0
1661942026394,166,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-9,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=23,166,0,0
1661942026424,167,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-2,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=19470,167,0,0
1661942026473,164,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-5,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=19106,164,0,0
1661942021387,5251,HTTP Request - wait 5,200,OK,Thread Group 1-13,text,true,,139,133,30,30,http://192.168.1.86:49172/wait?sec=5,5251,0,0
1661942026510,143,HTTP Request - sort 10000,200,OK,Thread Group 1-30,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,143,0,0
1661942026594,75,HTTP Request - main,200,OK,Thread Group 1-25,text,true,,138,123,30,30,http://192.168.1.86:49172/,75,0,0
1661942026600,242,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-24,text,true,,130,142,30,30,http://192.168.1.86:49172/fibonacci?number=24,242,0,0
1661942026648,209,HTTP Request - sort 10000,200,OK,Thread Group 1-11,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,209,0,0
1661942026699,203,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-12,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=18474,203,0,0
1661942026717,185,HTTP Request - main,200,OK,Thread Group 1-14,text,true,,138,123,30,30,http://192.168.1.86:49172/,185,0,0
1661942026741,161,HTTP Request - main,200,OK,Thread Group 1-22,text,true,,138,123,30,30,http://192.168.1.86:49172/,161,0,0
1661942026730,172,HTTP Request - main,200,OK,Thread Group 1-19,text,true,,138,123,30,30,http://192.168.1.86:49172/,172,0,0
1661942026780,229,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-23,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=23,229,0,0
1661942026790,266,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-20,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=19107,266,0,0
1661942026872,216,HTTP Request - unstable,200,OK,Thread Group 1-3,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,216,0,0
1661942026827,262,HTTP Request - main,200,OK,Thread Group 1-1,text,true,,138,123,30,30,http://192.168.1.86:49172/,262,0,0
1661942026929,160,HTTP Request - main,200,OK,Thread Group 1-17,text,true,,138,123,30,30,http://192.168.1.86:49172/,160,0,0
1661942026807,282,HTTP Request - sort 10000,200,OK,Thread Group 1-15,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,282,0,0
1661942026639,478,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-13,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=20,478,0,5
1661942027190,159,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-21,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=23,159,0,0
1661942022204,5145,HTTP Request - wait 5,200,OK,Thread Group 1-28,text,true,,139,133,30,30,http://192.168.1.86:49172/wait?sec=5,5145,0,0
1661942027335,60,HTTP Request - main,200,OK,Thread Group 1-7,text,true,,138,123,30,30,http://192.168.1.86:49172/,60,0,0
1661942027349,62,HTTP Request - main,200,OK,Thread Group 1-28,text,true,,138,123,30,30,http://192.168.1.86:49172/,62,0,0
1661942027356,56,HTTP Request - main,200,OK,Thread Group 1-16,text,true,,138,123,30,30,http://192.168.1.86:49172/,56,0,0
1661942027424,62,HTTP Request - main,200,OK,Thread Group 1-2,text,true,,138,123,30,30,http://192.168.1.86:49172/,62,0,0
1661942027394,93,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-9,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=17519,93,0,0
1661942027472,123,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-5,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=22,123,0,0
1661942027509,100,HTTP Request - main,200,OK,Thread Group 1-30,text,true,,138,123,30,30,http://192.168.1.86:49172/,100,0,0
1661942027594,61,HTTP Request - unstable,200,OK,Thread Group 1-25,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,61,0,0
1661942027599,102,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-24,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=17600,102,0,0
1661942027638,94,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-13,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=19420,94,0,0
1661942027647,100,HTTP Request - main,200,OK,Thread Group 1-11,text,true,,138,123,30,30,http://192.168.1.86:49172/,100,0,0
1661942027700,63,HTTP Request - main,200,OK,Thread Group 1-12,text,true,,138,123,30,30,http://192.168.1.86:49172/,63,0,0
1661942027717,62,HTTP Request - unstable,200,OK,Thread Group 1-14,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,62,0,0
1661942027731,62,HTTP Request - main,200,OK,Thread Group 1-19,text,true,,138,123,30,30,http://192.168.1.86:49172/,62,0,0
1661942027742,97,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-22,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=21,97,0,0
1661942027806,81,HTTP Request - main,200,OK,Thread Group 1-15,text,true,,138,123,30,30,http://192.168.1.86:49172/,81,0,0
1661942027780,107,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-23,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=18937,107,0,0
1661942027826,124,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-1,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=22,123,0,0
1661942027872,109,HTTP Request - sort 10000,200,OK,Thread Group 1-3,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,109,0,0
1661942027929,52,HTTP Request - unstable,200,OK,Thread Group 1-17,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,52,0,0
1661941997971,30055,HTTP Request - unstable,200,OK,Thread Group 1-29,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,30055,0,0
1661942028026,89,HTTP Request - sort 10000,200,OK,Thread Group 1-29,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,89,0,5
1661942023069,5062,HTTP Request - wait 5,200,OK,Thread Group 1-8,text,true,,139,133,30,30,http://192.168.1.86:49172/wait?sec=5,5062,0,0
1661942028133,122,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-8,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=22,122,0,0
1661942028191,112,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-21,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=19255,112,0,0
1661942028335,169,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-7,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=23,169,0,0
1661942028356,149,HTTP Request - unstable,200,OK,Thread Group 1-16,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,149,0,0
1661942028349,156,HTTP Request - unstable,200,OK,Thread Group 1-28,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,156,0,0
1661942028425,104,HTTP Request - unstable,200,OK,Thread Group 1-2,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,104,0,0
1661942028394,136,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-9,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=20,136,0,0
1661942028473,88,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-5,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=17357,88,0,0
1661942028510,161,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-30,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=23,161,0,0
1661942028595,92,HTTP Request - sort 10000,200,OK,Thread Group 1-25,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,92,0,0
1661942028599,103,HTTP Request - main,200,OK,Thread Group 1-24,text,true,,138,123,30,30,http://192.168.1.86:49172/,103,0,0
1661942028638,64,HTTP Request - main,200,OK,Thread Group 1-13,text,true,,138,123,30,30,http://192.168.1.86:49172/,64,0,0
1661942028700,61,HTTP Request - unstable,200,OK,Thread Group 1-12,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,61,0,0
1661942028717,77,HTTP Request - sort 10000,200,OK,Thread Group 1-14,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,77,0,0
1661942028731,63,HTTP Request - unstable,200,OK,Thread Group 1-19,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,63,0,0
1661942028741,83,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-22,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=16789,83,0,0
1661942028779,61,HTTP Request - main,200,OK,Thread Group 1-23,text,true,,138,123,30,30,http://192.168.1.86:49172/,61,0,0
1661942028806,157,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-15,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=23,157,0,0
1661942028871,137,HTTP Request - main,200,OK,Thread Group 1-3,text,true,,138,123,30,30,http://192.168.1.86:49172/,137,0,0
1661942028827,181,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-1,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=15333,181,0,0
1661942028928,94,HTTP Request - sort 10000,200,OK,Thread Group 1-17,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,94,0,0
1661942029027,56,HTTP Request - main,200,OK,Thread Group 1-29,text,true,,138,123,30,30,http://192.168.1.86:49172/,56,0,0
1661942024159,5078,HTTP Request - wait 5,200,OK,Thread Group 1-10,text,true,,139,133,30,30,http://192.168.1.86:49172/wait?sec=5,5078,0,0
1661942029132,105,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-8,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=19718,105,0,0
1661942029190,154,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-21,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=23,154,0,0
1661942029239,182,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-10,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=22,182,0,0
1661942029334,117,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-7,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=15402,117,0,0
1661942029349,119,HTTP Request - sort 10000,200,OK,Thread Group 1-28,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,119,0,0
1661942029356,142,HTTP Request - sort 10000,200,OK,Thread Group 1-16,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,142,0,0
1661942029395,137,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-9,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=15924,137,0,0
1661942029425,120,HTTP Request - sort 10000,200,OK,Thread Group 1-2,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,120,0,0
1661942029472,118,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-5,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=21,118,0,0
1661942029509,131,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-30,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=18648,131,0,0
1661942029600,53,HTTP Request - unstable,200,OK,Thread Group 1-24,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,53,0,0
1661942029594,59,HTTP Request - main,200,OK,Thread Group 1-25,text,true,,138,123,30,30,http://192.168.1.86:49172/,59,0,0
1661942029638,64,HTTP Request - unstable,200,OK,Thread Group 1-13,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,64,0,0
1661942029699,78,HTTP Request - sort 10000,200,OK,Thread Group 1-12,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,78,0,0
1661942029716,73,HTTP Request - main,200,OK,Thread Group 1-14,text,true,,138,123,30,30,http://192.168.1.86:49172/,73,0,0
1661942029730,80,HTTP Request - sort 10000,200,OK,Thread Group 1-19,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,80,0,0
1661942029741,84,HTTP Request - main,200,OK,Thread Group 1-22,text,true,,138,123,30,30,http://192.168.1.86:49172/,84,0,0
1661942029779,57,HTTP Request - unstable,200,OK,Thread Group 1-23,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,57,0,0
1661942029807,105,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-15,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=19380,105,0,0
1661942029870,89,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-3,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=20,89,0,0
1661942029928,63,HTTP Request - main,200,OK,Thread Group 1-17,text,true,,138,123,30,30,http://192.168.1.86:49172/,63,0,0
1661942030027,53,HTTP Request - main,200,OK,Thread Group 1-29,text,true,,138,123,30,30,http://192.168.1.86:49172/,53,0,0
1661942030132,104,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-8,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=21,104,0,0
1661942025171,5067,HTTP Request - wait 5,200,OK,Thread Group 1-4,text,true,,139,133,30,30,http://192.168.1.86:49172/wait?sec=5,5067,0,0
1661942030191,90,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-21,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=18434,90,0,0
1661942030239,90,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-4,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=20,90,0,0
1661942030239,120,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-10,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=16848,120,0,0
1661942030335,120,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-7,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=22,120,0,0
1661942030357,111,HTTP Request - main,200,OK,Thread Group 1-16,text,true,,138,123,30,30,http://192.168.1.86:49172/,111,0,0
1661942030350,118,HTTP Request - main,200,OK,Thread Group 1-28,text,true,,138,123,30,30,http://192.168.1.86:49172/,118,0,0
1661942030394,75,HTTP Request - main,200,OK,Thread Group 1-9,text,true,,138,123,30,30,http://192.168.1.86:49172/,75,0,0
1661942030424,60,HTTP Request - main,200,OK,Thread Group 1-2,text,true,,138,123,30,30,http://192.168.1.86:49172/,60,0,0
1661942030509,52,HTTP Request - main,200,OK,Thread Group 1-30,text,true,,138,123,30,30,http://192.168.1.86:49172/,52,0,0
1661942030472,89,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-5,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=15333,89,0,0
1661942030599,69,HTTP Request - sort 10000,200,OK,Thread Group 1-24,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,69,0,0
1661942030639,75,HTTP Request - sort 10000,200,OK,Thread Group 1-13,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,75,0,0
1661942030699,61,HTTP Request - main,200,OK,Thread Group 1-12,text,true,,138,123,30,30,http://192.168.1.86:49172/,61,0,0
1661942030742,205,HTTP Request - unstable,200,OK,Thread Group 1-22,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,205,0,0
1661942030731,217,HTTP Request - main,200,OK,Thread Group 1-19,text,true,,138,123,30,30,http://192.168.1.86:49172/,217,0,0
1661942030717,231,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-14,text,true,,130,142,30,30,http://192.168.1.86:49172/fibonacci?number=24,231,0,0
1661942030780,182,HTTP Request - sort 10000,200,OK,Thread Group 1-23,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=10000,182,0,0
1661942030807,170,HTTP Request - main,200,OK,Thread Group 1-15,text,true,,138,123,30,30,http://192.168.1.86:49172/,170,0,0
1661942030871,138,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-3,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=18997,138,0,0
1661942030928,111,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-17,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=20,111,0,0
1661942031026,59,HTTP Request - unstable,200,OK,Thread Group 1-29,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,59,0,0
1661942031132,90,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-8,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=16984,90,0,0
1661942031190,63,HTTP Request - main,200,OK,Thread Group 1-21,text,true,,138,123,30,30,http://192.168.1.86:49172/,63,0,0
1661942031238,155,HTTP Request - fibonacci 20 - 25,200,OK,Thread Group 1-10,text,true,,129,142,30,30,http://192.168.1.86:49172/fibonacci?number=23,155,0,0
1661942031238,201,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-4,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=17910,201,0,0
1661942031357,123,HTTP Request - main,200,OK,Thread Group 1-16,text,true,,138,123,30,30,http://192.168.1.86:49172/,123,0,0
1661942031335,145,HTTP Request - sort 15 000 - 20 000,200,OK,Thread Group 1-7,text,true,,150,135,30,30,http://192.168.1.86:49172/sort?n=17778,145,0,0
1661942026264,5223,HTTP Request - wait 5,200,OK,Thread Group 1-6,text,true,,139,133,30,30,http://192.168.1.86:49172/wait?sec=5,5223,0,0
1661942031394,93,HTTP Request - unstable,200,OK,Thread Group 1-9,text,true,,144,131,30,30,http://192.168.1.86:49172/unstable,93,0,0
